gene,transmissibility,n_amplified_cases,gnomad_LOEUF,gnomad_pLI,gnomad_mis_z,dep_mean_effect,dep_frac_dependent,in_complex,n_complexes,complex_size,has_complex,length,mol_weight,isoelectric_point,gravy,aggregation_propensity,tm_domain_count,signal_peptide,vsl2_disorder,psipred_helix,psipred_strand,psipred_coil,asaquick_buried,transcript_length,gc_content,n_isoforms,utr5_length,utr3_length,codon_optimality,dn_ds,phylop_mean,gene_age_proxy,is_tf,is_kinase,is_receptor,is_enzyme,go_mf_category,n_tissues_expressed,tau,degree,weighted_degree,betweenness
IKBKB,0.5126050420168067,119,0.29,0.99192,2.5876,-0.0760232826792019,0.0347682119205298,True,1,2.0,1,756,86564,5.575530052185058,-0.496031746031746,2.3714285714285688,0,False,0.152,0.537,0.083,0.38,0.358,3938.0,54.2052,57.0,186.0,1481.0,68.5601,0.055292,,5.0,False,True,False,True,catalytic_activity,54.0,0.5960534549808896,88,78.87800000000004,0.0012395128993895
IKZF1,0.31981981981981983,222,0.156,0.9986,3.3753,0.0284423556564191,0.0256622516556291,False,0,,0,519,57528,6.116239356994628,-0.7429672447013488,3.228571428571428,0,False,0.38,0.303,0.129,0.568,0.326,6255.0,57.8205,58.0,221.0,4474.0,73.8462,0.064043,,5.0,True,False,False,False,transcription_regulator_activity,31.0,0.9261851231326464,16,13.972999999999995,6.710585897195039e-05
IL16,0.09375,64,0.687,1.2449e-10,0.69994,0.1339821181477877,0.0,False,0,,0,1332,141752,8.340806770324708,-0.5153153153153153,2.471428571428571,0,False,0.597,0.258,0.129,0.613,0.327,9634.0,55.3638,17.0,375.0,5260.0,58.5896,0.181066,,4.0,False,False,False,False,binding,42.0,0.8510168519467112,4,3.308,4.272481429924967e-07
IL18,0.32857142857142857,70,1.284,0.030717,1.52,-0.114519354348423,0.0273178807947019,True,1,1.0,1,193,22326,4.538900566101075,-0.4792746113989637,2.3857142857142852,0,False,0.036,0.13,0.342,0.528,0.249,1115.0,35.2234,16.0,197.0,336.0,34.0206,0.309899,,2.0,False,False,False,False,binding,51.0,0.896731061399578,21,18.149,9.983640143598735e-05
IL1RAP,0.5783132530120482,166,0.444,0.25846,1.825,0.0500449699979152,0.0016556291390728,True,1,1.0,1,570,65418,8.37375011444092,-0.2154385964912281,4.2285714285714295,1,True,0.053,0.272,0.289,0.439,0.388,4745.0,44.4834,39.0,223.0,2809.0,47.4606,0.09874,,4.0,False,False,True,True,catalytic_activity,42.0,0.8262061390244266,7,6.468999999999999,7.864492853623333e-06
IL33,0.01818181818181818,55,1.753,8.2925e-10,-1.033,0.1688167043153556,0.0,True,1,1.0,1,270,30759,8.889110374450684,-0.5211111111111112,2.0999999999999983,0,False,0.141,0.285,0.27,0.445,0.304,2685.0,40.0984,29.0,57.0,1815.0,42.0664,0.377778,,1.0,False,False,False,False,binding,52.0,0.7723131019139577,8,7.062,2.5661828721993155e-06
IL4I1,0.7752808988764045,89,0.889,0.0039601,1.7783,-0.0767406941750357,0.0066225165562913,False,0,,0,567,62881,8.791440773010255,-0.2740740740740741,3.242857142857143,0,True,0.102,0.404,0.164,0.432,0.439,1795.0,64.6127,11.0,75.0,16.0,85.0352,0.243806,,6.0,False,False,False,True,catalytic_activity,12.0,0.9865859893382012,32,28.063,0.0002469288037023
IL6ST,0.08045977011494253,87,0.228,0.99978,1.0583,-0.1291118061556827,0.0256622516556291,True,1,2.0,1,918,103537,5.624638938903809,-0.4565359477124183,3.2428571428571495,1,True,0.218,0.205,0.293,0.502,0.33,9027.0,40.3337,54.0,283.0,5987.0,33.6235,0.13248,,3.0,False,False,True,False,molecular_transducer_activity,54.0,0.7362339536959555,13,12.105,3.8689790532298714e-07
ILF2,0.5794871794871795,195,0.247,0.9965,3.4039,-1.0249149356866591,0.9635761589403974,True,1,6.0,1,390,43062,5.193174171447752,-0.2348717948717948,3.0142857142857156,0,False,0.154,0.436,0.092,0.472,0.377,1852.0,48.7639,51.0,71.0,608.0,46.2916,0.0,,5.0,False,False,False,False,binding,54.0,0.6243860145083608,47,38.93300000000001,8.445590437396388e-05
ILF3,0.788235294117647,85,0.098,1.0,2.6961,-1.088969127977066,0.9735099337748344,True,1,10.0,1,894,95338,8.85571575164795,-0.7398210290827741,2.9857142857142867,0,False,0.506,0.283,0.096,0.621,0.449,6017.0,58.4353,58.0,232.0,3088.0,68.4093,0.051355,,4.0,False,False,False,False,molecular_transducer_activity,54.0,0.5036168421106055,64,52.54999999999999,0.0001313301490945
ILK,0.0,57,0.714,3.7887e-05,0.51747,-0.3447267522840841,0.3029801324503311,True,1,1.0,1,452,51419,8.295743370056151,-0.4119469026548672,2.428571428571428,0,False,0.024,0.387,0.135,0.478,0.383,1759.0,53.2745,71.0,141.0,259.0,61.5894,0.005858,,5.0,False,False,False,False,binding,54.0,0.7300790609326473,48,42.391999999999975,0.0004716131707559
ILKAP,0.65,80,0.301,0.98116,2.2097,0.0028340764369363,0.0008278145695364,False,0,,0,392,42907,6.6847429275512695,-0.4778061224489796,2.5142857142857173,0,False,0.247,0.388,0.151,0.461,0.36,1455.0,52.4173,50.0,142.0,134.0,56.9975,0.049962,,4.0,False,False,False,True,catalytic_activity,54.0,0.5064126666705443,3,2.288,1.897050836990551e-07
ILVBL,0.2967032967032967,91,0.912,1.2177e-08,0.82344,-0.0627439116477328,0.0066225165562913,False,0,,0,632,67868,8.42409992218018,0.1837025316455696,3.1285714285714294,1,False,0.013,0.481,0.131,0.388,0.532,2305.0,62.6646,62.0,141.0,265.0,74.0916,0.130063,,5.0,False,False,False,True,catalytic_activity,54.0,0.5076943712658544,11,8.273000000000001,7.547153330960144e-06
IMMT,0.2457627118644068,118,0.472,0.0133,0.76316,-0.2221849912299073,0.0769867549668874,True,1,2.0,1,758,83678,6.082192802429199,-0.4646437994722955,2.2285714285714286,1,False,0.348,0.679,0.03,0.291,0.314,2689.0,47.5626,81.0,80.0,332.0,41.502,0.119098,,6.0,False,False,False,False,binding,54.0,0.5625054936728043,38,32.599000000000004,0.0017890444245931
IMP3,0.5714285714285714,63,1.966,1.5469e-07,-0.76827,-1.3407976489447313,0.9859271523178808,True,1,3.0,1,184,21850,9.542819786071778,-0.4516304347826086,2.242857142857141,0,False,0.043,0.663,0.033,0.304,0.174,1132.0,65.045,3.0,56.0,521.0,87.027,0.04566,,6.0,False,False,False,False,binding,54.0,0.4280059450416599,247,222.02000000000012,0.000715480953155
IMP4,0.7549019607843137,102,0.947,8.8614e-07,0.36228,-1.2203217617423423,0.9942052980132452,True,1,3.0,1,291,33757,9.486152076721194,-0.6065292096219931,2.2857142857142856,0,False,0.172,0.375,0.206,0.419,0.282,2411.0,60.9589,29.0,36.0,1499.0,74.6575,0.014534,,6.0,False,False,False,False,binding,54.0,0.6280480663040121,146,131.54699999999997,0.0002148471212263
IMPA1,0.20666666666666667,150,0.877,0.00047793,0.43517,-0.0335109894520814,0.0016556291390728,False,0,,0,277,30189,5.15998020172119,0.0433212996389891,2.3285714285714287,0,False,0.014,0.372,0.231,0.397,0.307,3369.0,39.8082,38.0,98.0,2437.0,27.6978,0.076904,,5.0,False,False,False,True,catalytic_activity,54.0,0.5782629731438974,10,9.217,2.96410435204253e-05
IMPA2,0.3838383838383838,99,0.924,0.0010588,0.85077,-0.0463984498965709,0.0016556291390728,False,0,,0,288,31321,6.152616310119628,0.0135416666666666,2.5571428571428574,0,False,0.028,0.517,0.132,0.351,0.333,1449.0,58.1315,22.0,163.0,419.0,65.0519,0.088656,,5.0,False,False,False,True,catalytic_activity,52.0,0.8232587827087232,11,9.937,4.597301264874766e-05
IMPACT,0.2631578947368421,95,1.123,4.8274e-08,0.16879,-0.0735567804355267,0.0049668874172185,False,0,,0,320,36476,4.8633943557739245,-0.514375,2.357142857142857,0,False,0.206,0.366,0.181,0.453,0.284,3734.0,41.6407,18.0,87.0,2684.0,38.9408,0.118462,,5.0,False,False,False,False,binding,54.0,0.6195423816599583,5,3.962,3.5023931248969848e-06
IMPAD1,0.8308823529411765,136,0.839,0.015288,0.83042,,,False,0,,0,359,38681,6.379233360290528,-0.0924791086350974,3.3000000000000003,1,False,,,,,,7224.0,53.1481,13.0,282.0,5862.0,56.9444,0.092983,,4.0,False,False,False,True,catalytic_activity,54.0,0.6218675560892813,10,9.21,2.34938223710845e-05
IMPDH1,0.5245098039215687,204,0.705,5.7762e-06,1.6926,-0.2220109671930943,0.0877483443708609,False,0,,0,514,55406,6.434765052795409,-0.0140077821011672,2.5,0,False,0.043,0.405,0.152,0.443,0.436,2611.0,60.2222,50.0,81.0,730.0,75.3333,0.02335,,5.0,False,False,False,True,catalytic_activity,54.0,0.7856440248728416,31,27.37100000000001,0.0004695917359073
IMPDH2,0.7142857142857143,42,0.798,4.3635e-06,2.503,-0.5532059561000778,0.4850993377483443,False,0,,0,514,55805,6.437436485290527,-0.1136186770428015,2.542857142857142,0,False,0.014,0.387,0.161,0.452,0.432,1651.0,52.5566,81.0,48.0,58.0,61.165,0.010188,,4.0,False,False,False,True,catalytic_activity,54.0,0.7730849352626811,31,27.636,0.0001886191473951
INF2,0.20238095238095238,84,0.307,0.97346,2.3077,0.1049411830069553,0.0016556291390728,False,0,,0,1249,135624,5.259505271911621,-0.4029623698959167,3.1428571428571432,0,False,0.458,0.491,0.029,0.48,0.279,7623.0,65.2267,54.0,131.0,3742.0,80.96,0.15951,,5.0,False,False,False,False,binding,54.0,0.8276437738951439,7,5.775,2.1066032121400227e-05
ING1,0.5512820512820513,78,0.756,0.0096662,0.49318,0.1014018098801274,0.0066225165562913,True,1,1.0,1,422,46738,9.280111122131348,-0.7514218009478674,3.3999999999999995,0,False,0.301,0.419,0.071,0.51,0.348,4697.0,61.4286,9.0,450.0,3407.0,87.8571,0.096334,,5.0,False,False,False,False,binding,54.0,0.6488962075541708,20,18.441999999999997,6.5720756646750175e-06
ING3,0.3431372549019608,204,0.211,0.99933,2.2942,-0.4993880716756737,0.4809602649006622,True,1,8.0,1,418,46743,5.876094627380371,-0.8361244019138756,1.842857142857152,0,False,0.555,0.486,0.045,0.469,0.258,3749.0,42.0843,17.0,120.0,2372.0,37.2315,0.019626,,6.0,False,False,False,False,binding,54.0,0.5763514226711898,40,36.27199999999999,0.0001489836882614
ING4,0.425531914893617,141,0.738,0.029013,1.8121,0.1455664002567229,0.0,True,1,2.0,1,249,28530,7.531189155578614,-0.8602409638554218,2.000000000000004,0,False,0.329,0.542,0.076,0.382,0.249,1659.0,50.0669,54.0,18.0,894.0,59.4378,0.02143,,5.0,False,False,False,False,molecular_function_regulator,54.0,0.5211531004076988,16,14.686,3.889133871538505e-05
ING5,0.36,75,0.482,0.61851,1.9182,0.0276870440112659,0.0074503311258278,True,1,1.0,1,240,27751,7.533690071105958,-0.94625,1.6571428571428573,0,False,0.271,0.504,0.071,0.425,0.25,5197.0,53.2503,26.0,27.0,4447.0,68.0498,0.036522,,5.0,False,False,False,False,binding,54.0,0.5495218311084837,11,10.291,5.512783251501093e-06
INIP,0.7090909090909091,55,1.257,0.032654,1.2719,-0.016174168299827,0.0033112582781456,True,1,1.0,1,104,11425,9.222476387023924,-0.614423076923077,2.4142857142857133,0,False,0.346,0.404,0.067,0.529,0.048,4114.0,44.4444,18.0,187.0,3612.0,35.2381,,,4.0,False,False,False,False,,54.0,0.6034419155215315,5,4.421,7.211469274333552e-07
INO80,0.2978723404255319,47,0.081,1.0,3.5349,-0.6532401285165014,0.7516556291390728,True,1,7.0,1,1556,176753,9.530055046081545,-0.6330976863753214,3.014285714285702,0,False,0.361,0.502,0.089,0.409,0.454,6365.0,47.827,31.0,351.0,1343.0,50.6101,0.028953,,6.0,False,False,False,True,catalytic_activity,54.0,0.4788621945522668,21,19.588,2.613863218697374e-05
INPP1,0.1650485436893204,103,1.273,7.898e-07,1.1847,0.0331607514160161,0.0,False,0,,0,399,43998,5.152022743225095,-0.1802005012531328,2.871428571428571,0,False,0.045,0.393,0.175,0.432,0.409,2044.0,47.0833,56.0,581.0,263.0,48.75,0.123753,,4.0,False,False,False,True,catalytic_activity,54.0,0.7300645561251649,17,15.579,5.167692797609032e-05
INPP4A,0.07407407407407407,108,0.249,0.99952,3.3467,-0.1089646500477199,0.0173841059602649,False,0,,0,977,109956,6.5346879959106445,-0.3271238485158649,3.171428571428574,0,False,0.064,0.468,0.133,0.399,0.339,10096.0,54.9161,48.0,393.0,6784.0,67.0092,0.071439,,4.0,False,False,False,True,catalytic_activity,54.0,0.7497105253406496,26,24.117000000000004,0.000266721451114
INPP4B,0.3076923076923077,52,0.353,0.55218,1.1286,0.0464176520691992,0.0008278145695364,False,0,,0,924,104738,5.872911643981933,-0.3703463203463203,3.1285714285714334,0,False,0.094,0.471,0.142,0.387,0.377,8743.0,43.964,30.0,346.0,5622.0,44.4324,0.080115,,5.0,False,False,False,True,catalytic_activity,47.0,0.6686542922374105,25,23.165000000000003,0.000204844352138
INPP5A,0.030303030303030304,66,0.308,0.98121,1.7803,-0.0782603902183849,0.0190397350993377,False,0,,0,412,47820,6.576976203918457,-0.4240291262135923,2.7,0,False,0.012,0.439,0.172,0.389,0.371,3000.0,53.1881,30.0,310.0,1451.0,72.6392,0.026427,,4.0,False,False,False,True,catalytic_activity,54.0,0.7166203436495382,18,16.481,0.0001171380641892
INPP5B,0.275,80,0.834,5.0487e-16,1.1148,-0.114088318847154,0.0074503311258278,False,0,,0,993,112852,5.36710147857666,-0.3783484390735145,3.085714285714289,0,False,0.082,0.371,0.201,0.428,0.426,4450.0,49.1977,20.0,90.0,1618.0,57.7681,0.121036,,6.0,False,False,False,True,catalytic_activity,54.0,0.5986477518118335,23,19.645000000000003,7.267858596065756e-05
INPP5D,0.34177215189873417,79,0.306,0.97198,4.152,0.2148985245985282,0.0,False,0,,0,1189,133292,7.376530265808105,-0.6328006728343146,2.642857142857143,0,False,0.368,0.277,0.183,0.54,0.324,4902.0,56.8908,15.0,137.0,1195.0,73.6975,0.087959,,6.0,False,False,False,True,catalytic_activity,53.0,0.89476170898633,32,28.307999999999996,0.0002539336931077
INPP5F,0.6349206349206349,63,0.524,2.3623e-07,1.3523,-0.0071541408885223,0.0016556291390728,False,0,,0,1132,128407,6.566574668884278,-0.5007950530035336,2.8714285714285745,0,False,0.269,0.428,0.138,0.434,0.376,4979.0,43.8658,42.0,213.0,1367.0,43.3363,0.074701,,6.0,False,False,False,True,catalytic_activity,54.0,0.8191984178288773,29,26.335,2.19640095520873e-05
INPP5K,0.022222222222222223,45,0.787,4.2264e-05,0.60108,-0.1187070030041456,0.0612582781456953,True,1,2.0,1,448,51090,6.066107368469238,-0.2412946428571429,3.528571428571428,0,False,0.04,0.279,0.203,0.518,0.42,2706.0,54.343,37.0,113.0,1246.0,73.2739,0.223078,,6.0,False,False,False,True,catalytic_activity,54.0,0.5386899871488223,7,6.308999999999999,4.6893725905148353e-07
INPPL1,0.5980392156862745,102,0.423,0.0023313,1.6024,-0.0273637659200044,0.0057947019867549,False,0,,0,1258,138599,6.1047578811645495,-0.4811605723370429,3.3857142857142857,0,False,0.316,0.323,0.142,0.535,0.351,4789.0,61.1332,39.0,218.0,794.0,73.9476,0.038318,,6.0,False,False,False,True,catalytic_activity,54.0,0.531732427560875,38,33.258,0.0002347942214258
INSR,0.3333333333333333,78,0.453,3.6145e-05,3.8314,-0.0652965850093221,0.0082781456953642,True,1,1.0,1,1382,156333,5.828463554382325,-0.3593342981186686,3.528571428571435,1,True,0.123,0.341,0.19,0.469,0.445,9463.0,55.6038,14.0,523.0,4791.0,71.8004,0.029304,,4.0,False,True,True,True,catalytic_activity,54.0,0.7666156538159832,38,32.849,0.0001305316392622
INTS1,0.7747747747747747,222,0.476,7.1069e-11,1.4086,-1.1190461359452726,0.9875827814569536,True,1,11.0,1,2190,244297,5.765315437316894,-0.1283561643835616,3.342857142857148,1,False,0.161,0.605,0.045,0.35,0.672,6981.0,64.7193,19.0,108.0,300.0,87.4943,0.080889,,5.0,False,False,False,False,,54.0,0.6434299977708505,35,32.758,0.0004267352288424
INTS10,0.6140350877192983,57,0.156,0.99999,1.4436,-0.4172377545340728,0.3700331125827814,True,1,11.0,1,710,82236,7.236251640319826,-0.2871830985915493,2.5428571428571423,0,False,0.065,0.617,0.077,0.306,0.406,2517.0,45.0539,45.0,122.0,262.0,50.9142,0.025617,,5.0,False,False,False,False,,54.0,0.5131463772848197,13,12.133,1.6013240503662763e-06
INTS12,0.8723404255319149,47,0.436,0.7537,1.347,-0.4462921562506715,0.4337748344370861,True,1,11.0,1,462,48808,9.718173789978025,-0.5974025974025974,2.657142857142856,0,False,0.788,0.286,0.093,0.621,0.197,1718.0,43.4125,48.0,223.0,106.0,33.6933,0.094595,,5.0,False,False,False,False,binding,54.0,0.536139862751324,15,13.534999999999997,0.0002151336917576
INTS2,0.784,125,0.277,0.99698,2.2635,-0.8195985107344064,0.9387417218543046,True,1,11.0,1,1196,133379,5.722799873352051,0.1035953177257524,3.3428571428571416,1,False,0.012,0.591,0.06,0.349,0.404,6128.0,43.0242,21.0,347.0,2190.0,38.3459,0.031124,,5.0,False,False,False,False,,53.0,0.710540890509725,31,27.369,0.0002185006430894
INTS3,0.7589743589743589,195,0.251,0.99972,4.4143,-1.789589732088653,0.9983443708609272,True,1,11.0,1,1043,118070,5.534378623962401,-0.2560882070949185,3.2142857142857144,0,False,0.196,0.636,0.022,0.342,0.389,5252.0,52.8284,24.0,585.0,1538.0,63.8543,0.011671,,5.0,False,False,False,False,,54.0,0.5635128861585544,36,33.800000000000004,0.0004465595057376
INTS4,0.6631578947368421,95,0.7,1.1349e-11,1.2529,-1.726167789032679,0.9921671018276762,True,1,11.0,1,963,108171,5.999321556091308,-0.1523364485981308,3.828571428571428,0,False,0.048,0.601,0.065,0.334,0.386,3146.0,47.4066,65.0,25.0,229.0,48.029,0.029626,,5.0,False,False,False,False,other_molecular_function,54.0,0.5403649734545855,31,27.595999999999993,0.0002080606350296
INTS5,0.45569620253164556,79,0.421,0.5135,1.7328,-1.072490230153155,0.9809602649006622,True,1,11.0,1,1019,107995,6.577089881896973,0.1090284592737978,2.857142857142855,3,False,0.105,0.597,0.028,0.375,0.428,3285.0,60.1634,3.0,53.0,172.0,59.5098,0.051227,,4.0,False,False,False,False,,54.0,0.4983128689046645,35,33.467000000000006,0.0003766064442523
INTS6,0.7,50,0.136,1.0,3.8322,-1.0488788778070752,0.7392384105960265,True,1,11.0,1,887,100390,8.794406318664553,-0.5224351747463359,3.085714285714286,0,False,0.149,0.415,0.09,0.495,0.373,7350.0,41.9294,37.0,511.0,4175.0,35.473,0.054986,,5.0,False,False,False,False,molecular_transducer_activity,54.0,0.7261662571368108,36,34.651,0.0004875933770658
INTS7,0.8097826086956522,184,0.55,1.2557e-05,2.1333,-1.1051712658382813,0.98841059602649,True,1,11.0,1,962,106834,8.301094245910647,-0.0853430353430353,2.942857142857142,0,False,0.034,0.649,0.068,0.283,0.393,4430.0,43.2676,31.0,120.0,1421.0,40.2908,0.025856,,5.0,False,False,False,False,,54.0,0.7935938187530686,28,25.06,2.463618830534844e-05
INTS8,0.8181818181818182,165,0.314,0.9439,2.0305,-0.9480964403442652,0.9718543046357616,True,1,11.0,1,995,113088,6.64575138092041,-0.1269346733668341,3.4142857142857133,0,False,0.048,0.567,0.109,0.324,0.396,4645.0,40.5957,22.0,145.0,1512.0,36.1446,0.03461,,5.0,False,False,False,False,,54.0,0.5432539178720514,28,25.202,2.463618830534844e-05
INTS9,0.7068965517241379,58,0.738,4.3201e-07,1.052,-1.7683477179733993,0.9991721854304636,True,1,11.0,1,658,73814,5.90212688446045,-0.064741641337386,2.6714285714285713,0,False,0.047,0.29,0.207,0.503,0.362,2549.0,52.5544,41.0,87.0,485.0,65.5539,0.023285,,5.0,False,False,False,False,,54.0,0.6272110257348897,35,30.604000000000003,0.0011137306505971
IP6K1,0.11363636363636363,44,0.367,0.92674,2.4396,0.0160747006518796,0.0024834437086092,False,0,,0,441,50236,6.813994789123535,-0.7244897959183674,2.3857142857142875,0,False,0.286,0.374,0.168,0.458,0.351,4471.0,57.8431,23.0,317.0,2828.0,73.3032,0.033526,,6.0,False,True,False,True,catalytic_activity,54.0,0.6339122368880996,6,5.1770000000000005,0.0002742909192618
IPO13,0.43529411764705883,85,0.198,0.99998,3.4891,-1.2340319079145832,0.9561258278145696,True,1,1.0,1,963,108195,5.149408149719237,0.0685358255451713,3.3999999999999995,0,False,0.018,0.657,0.052,0.291,0.438,3883.0,56.6044,39.0,651.0,340.0,70.8506,0.01262,,6.0,False,False,False,False,binding,54.0,0.7108648929408662,12,9.73,1.1171605371860642e-05
IPO4,0.8795180722891566,83,0.852,1.0269e-18,1.0959,-0.1566308905951244,0.0380794701986755,True,1,4.0,1,1081,118715,4.88146915435791,0.0695652173913043,3.628571428571429,0,False,0.089,0.709,0.021,0.27,0.408,3498.0,59.9199,43.0,29.0,223.0,70.61,0.158801,,6.0,False,False,False,False,molecular_transducer_activity,54.0,0.8705991645938191,30,24.580999999999992,0.0001811013896694
IPO5,0.8142857142857143,70,0.122,1.0,3.3553,-0.2438297488756568,0.1365894039735099,True,1,1.0,1,1097,123630,4.829802513122559,-0.1336371923427529,2.8285714285714287,0,False,0.03,0.714,0.018,0.268,0.428,6002.0,43.5033,35.0,234.0,2474.0,40.4372,0.011253,,6.0,False,False,False,False,molecular_transducer_activity,54.0,0.7672473925884903,23,18.604000000000003,3.77930533346753e-05
IPO7,0.8688524590163934,61,0.106,1.0,3.5332,-1.0360768770782145,0.9801324503311258,True,1,1.0,1,1038,119517,4.696912956237792,-0.2483622350674374,3.1142857142857143,0,False,0.066,0.694,0.015,0.291,0.414,6162.0,40.4235,17.0,112.0,2933.0,35.0337,0.005212,,5.0,False,False,False,False,molecular_transducer_activity,54.0,0.6742371701150125,18,15.053,5.539887309243742e-05
IPO8,0.4797297297297297,148,0.358,0.2344,2.1174,0.0415800127256489,0.0016556291390728,True,1,1.0,1,1037,119938,5.03607120513916,-0.1741562198649951,3.0142857142857133,0,False,0.047,0.707,0.02,0.273,0.421,5208.0,41.49,26.0,222.0,1872.0,39.499,0.048625,,4.0,False,False,False,False,molecular_transducer_activity,54.0,0.4704593490969383,19,15.355999999999998,7.727678303269162e-05
IPO9,0.9319371727748691,191,0.23,0.9999,3.2772,-0.8036422412169932,0.8170529801324503,True,1,2.0,1,1041,115963,4.713794136047363,0.0137367915465898,3.1571428571428575,0,False,0.058,0.639,0.066,0.295,0.414,11416.0,50.8317,33.0,53.0,8237.0,55.3743,0.011717,,6.0,False,False,False,False,molecular_transducer_activity,54.0,0.5219000791553439,18,14.198,0.000100139902901
IQGAP1,0.35714285714285715,70,0.275,0.99754,2.4441,-0.0218248727365556,0.0231788079470198,True,1,1.0,1,1657,189252,6.081510734558105,-0.4947495473747736,3.2142857142857184,0,False,0.094,0.632,0.051,0.317,0.508,7205.0,45.9791,28.0,100.0,2131.0,51.2666,0.0293,,5.0,False,False,False,False,molecular_function_regulator,54.0,0.6457005332856891,59,50.51400000000002,0.0010255066813167
